gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,74.9,136.05
male,yes,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer,93.05,6735.05
female,no,yes,no,24,yes,yes,fiber optic,no,no,yes,no,no,no,monthly,yes,mailed check,79.65,1928.7
male,no,no,no,41,yes,yes,dsl,no,no,yes,no,no,no,monthly,yes,bank transfer,55.7,2237.55
female,no,no,yes,2,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,bank transfer,94.2,193.8
male,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,67.75,116.65
male,yes,yes,no,27,yes,yes,fiber optic,no,yes,yes,no,no,yes,monthly,yes,electronic check,95.55,2510.2
male,yes,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,electronic check,101.9,5549.4
female,no,no,no,34,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,mailed check,64.4,2088.75
male,no,no,no,1,yes,no,fiber optic,no,yes,no,no,no,yes,monthly,yes,electronic check,85.0,85.0
female,no,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,883.35
female,yes,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,credit card,75.05,256.25
female,no,yes,yes,71,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,credit card,64.05,4492.9
male,no,no,no,24,yes,no,fiber optic,no,yes,yes,yes,no,no,monthly,yes,electronic check,85.95,2107.15
female,yes,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,monthly,no,electronic check,70.05,302.6
female,yes,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.75,606.25
male,no,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,19.8,309.4
male,yes,no,no,2,yes,no,fiber optic,no,yes,no,no,no,no,monthly,yes,electronic check,74.7,165.4
female,no,yes,yes,13,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,25.0,332.5
female,yes,yes,no,17,yes,yes,fiber optic,yes,no,yes,no,no,no,monthly,yes,bank transfer,85.35,1463.45
male,no,yes,no,24,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,electronic check,58.35,1346.9
female,no,yes,yes,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.55,1070.25
male,no,no,no,57,yes,no,dsl,yes,no,yes,no,yes,yes,two year,yes,bank transfer,74.35,4317.35
female,yes,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,monthly,no,electronic check,25.3,77.75
male,no,no,no,37,yes,yes,fiber optic,yes,no,no,no,yes,no,monthly,yes,electronic check,91.15,3369.25
female,no,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,25.6,1888.25
male,no,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card,66.5,4811.6
male,no,no,yes,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,25.6,1334.5
male,no,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,electronic check,19.85,63.0
male,no,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,monthly,yes,mailed check,69.5,653.25
male,yes,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,74.85,485.25
female,no,yes,yes,48,yes,no,dsl,yes,yes,yes,no,no,yes,two year,yes,credit card,70.1,3238.4
female,no,yes,no,47,yes,no,dsl,no,yes,no,no,yes,no,monthly,yes,bank transfer,58.6,2723.4
female,yes,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,monthly,no,electronic check,72.75,317.75
female,no,no,no,47,yes,no,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,103.7,4730.6
male,no,yes,no,24,no,no phone service,dsl,no,no,yes,no,no,no,monthly,no,electronic check,29.1,688.0
female,no,no,no,1,yes,no,dsl,no,no,yes,no,no,no,monthly,yes,mailed check,50.45,50.45
male,no,no,no,1,no,no phone service,dsl,no,yes,no,yes,no,yes,monthly,yes,mailed check,44.65,44.65
female,no,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,19.25,19.25
male,no,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,108.1,5067.45
male,no,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,20.1,562.6
female,no,yes,no,60,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer,59.85,3483.45
female,no,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,one year,yes,mailed check,56.05,1553.2
female,yes,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.6,967.9
female,no,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,monthly,yes,electronic check,79.0,303.15
female,yes,no,no,26,yes,yes,dsl,no,no,no,yes,no,yes,monthly,yes,electronic check,66.05,1652.4
female,no,no,no,41,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,monthly,yes,electronic check,106.5,4282.4
female,no,yes,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,114.9,7843.55
male,no,yes,yes,45,yes,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer,54.65,2553.7
female,no,yes,yes,22,yes,no,dsl,no,yes,no,no,yes,yes,one year,yes,bank transfer,69.5,1498.2
male,no,no,no,12,yes,no,fiber optic,no,no,no,no,no,yes,monthly,yes,bank transfer,79.95,1043.4
female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,credit card,43.95,43.95
male,no,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,94.1,701.3
female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,bank transfer,20.2,20.2
female,no,no,no,13,no,no phone service,dsl,no,no,no,no,no,no,monthly,yes,electronic check,23.9,300.8
male,no,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,1042.65
male,no,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,monthly,no,electronic check,44.8,169.65
male,no,no,no,26,yes,yes,fiber optic,no,no,yes,yes,no,no,monthly,yes,mailed check,84.3,2281.6
female,no,no,no,24,yes,yes,fiber optic,no,no,yes,no,yes,no,monthly,yes,credit card,88.95,2072.75
female,yes,yes,no,61,yes,yes,fiber optic,yes,yes,yes,yes,no,no,monthly,yes,credit card,94.2,5895.45
female,no,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,114.9,8496.7
female,no,no,no,55,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card,84.25,4589.85
male,no,no,no,12,yes,no,fiber optic,yes,no,yes,no,no,no,monthly,no,bank transfer,81.7,858.6
male,no,yes,yes,64,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,bank transfer,93.4,5822.3
female,yes,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,96.55,3580.3
male,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,88.7,6301.7
male,no,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,226.8
female,yes,yes,no,52,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,monthly,yes,electronic check,109.1,5647.95
female,no,yes,yes,58,yes,no,dsl,no,no,no,no,no,no,one year,yes,mailed check,44.1,2413.05
female,no,no,no,4,yes,no,dsl,yes,yes,no,no,no,no,monthly,no,electronic check,55.2,220.65
female,no,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.3,749.35
male,no,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.85,60.65
male,no,no,no,62,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,bank transfer,92.3,5731.45
female,no,no,no,8,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer,54.25,447.75
male,no,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,19.75,313.4
male,no,no,no,8,yes,no,dsl,no,no,no,no,no,no,monthly,no,mailed check,43.55,335.4
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,19.8,19.8
male,no,yes,yes,52,no,no phone service,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,50.2,2554.0
female,no,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.0,1776.0
male,yes,no,no,16,yes,no,fiber optic,no,no,no,no,no,no,monthly,no,electronic check,69.65,1043.3
male,no,no,no,18,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,credit card,89.6,1633.0
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.25,20.25
male,no,yes,yes,72,yes,no,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer,75.4,5480.25
female,no,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,20.7,1032.05
male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,electronic check,44.0,44.0
female,no,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,4619.55
male,yes,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card,97.25,7133.1
male,yes,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card,77.35,5396.25
female,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.05,326.65
male,no,yes,yes,16,yes,yes,dsl,yes,yes,no,yes,yes,yes,monthly,no,electronic check,84.9,1398.25
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,19.65,19.65
male,no,yes,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,monthly,yes,electronic check,85.6,813.85
female,no,yes,no,57,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card,100.75,5985.0
male,no,yes,yes,32,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,yes,electronic check,90.8,3023.85
female,no,no,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer,101.3,7261.25
female,yes,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer,97.8,5458.8
female,no,no,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,73.75,1756.6
male,yes,no,no,25,yes,yes,fiber optic,no,yes,no,no,yes,no,monthly,yes,electronic check,89.5,2196.15
male,no,yes,yes,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,credit card,19.45,674.55
female,no,no,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic check,104.0,7028.5
female,no,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,109.5,7854.9
male,no,no,no,50,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,35.4,1748.9
male,no,yes,yes,28,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,no,electronic check,106.1,2847.4
female,no,yes,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,184.4
male,no,yes,yes,58,yes,yes,fiber optic,no,yes,no,yes,yes,no,one year,yes,credit card,94.7,5430.35
male,yes,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.4,533.05
male,no,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,monthly,no,electronic check,49.35,219.65
female,no,yes,yes,34,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,60.8,2042.05
female,no,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,115.15,8250.0
male,yes,yes,yes,71,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer,72.9,5139.65
male,no,no,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,monthly,no,mailed check,103.85,2215.0
female,no,no,no,56,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,credit card,60.25,3282.75
male,no,no,yes,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card,76.9,5522.7
female,no,yes,yes,14,yes,yes,fiber optic,no,no,yes,no,no,yes,monthly,yes,electronic check,87.25,1258.6
male,no,yes,yes,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,19.5,798.2
female,no,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,monthly,no,bank transfer,74.4,215.8
female,no,yes,yes,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.5,1191.4
female,no,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,65.7,4575.35
female,no,no,no,13,yes,yes,fiber optic,no,yes,yes,yes,no,no,monthly,no,electronic check,89.4,1132.35
male,no,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card,79.15,3566.6
male,no,no,no,41,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,51.35,2075.1
female,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,monthly,no,bank transfer,70.0,153.05
female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,credit card,20.3,20.3
male,no,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,79.9,324.3
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,19.9,19.9
male,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,114.1,8086.4
female,no,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card,64.15,4254.1
male,no,yes,yes,27,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,credit card,45.85,1246.4
female,no,no,yes,14,yes,no,dsl,no,no,yes,no,yes,no,monthly,yes,credit card,59.8,824.85
male,no,no,no,19,yes,no,dsl,no,no,no,no,no,no,monthly,yes,bank transfer,45.0,865.85
female,no,yes,no,18,yes,no,fiber optic,no,no,yes,no,yes,yes,monthly,yes,credit card,95.95,1745.5
male,no,yes,yes,5,yes,no,fiber optic,yes,no,yes,no,no,yes,monthly,yes,mailed check,90.35,434.5
male,no,yes,yes,28,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer,100.35,2799.0
female,no,no,no,30,yes,no,dsl,yes,yes,yes,yes,yes,no,one year,no,credit card,74.65,2308.6
female,yes,no,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer,104.05,7413.55
male,no,no,no,1,yes,no,dsl,yes,no,no,yes,no,no,monthly,yes,electronic check,53.95,53.95
male,no,yes,yes,71,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,electronic check,97.2,6910.3
female,no,yes,yes,32,yes,yes,dsl,no,yes,yes,no,no,no,monthly,no,bank transfer,62.45,2045.55
female,yes,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer,75.5,5212.65
male,no,no,no,1,yes,no,dsl,no,no,no,no,no,yes,monthly,yes,electronic check,55.25,55.25
male,no,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,71.0,71.0
female,yes,no,no,4,yes,yes,dsl,no,no,no,no,no,no,monthly,no,mailed check,48.75,179.85
male,yes,yes,no,43,yes,yes,fiber optic,no,yes,no,yes,yes,no,monthly,yes,electronic check,94.3,3953.15
male,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,92.3,6719.9
male,yes,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,114.95,8196.4
male,yes,yes,no,4,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,74.4,306.6
female,no,no,no,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,24.6,605.25
male,yes,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,95.1,95.1
female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,18.85,18.85
male,yes,no,no,14,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,95.6,1273.3
male,yes,yes,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,84.1,3021.6
male,no,yes,yes,40,yes,yes,fiber optic,no,no,yes,no,no,no,monthly,yes,electronic check,81.2,3292.3
male,yes,no,no,67,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,electronic check,105.05,7171.7
male,no,yes,yes,69,yes,no,fiber optic,no,yes,no,yes,yes,no,two year,yes,mailed check,92.15,6480.9
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.6,20.6
female,no,no,yes,10,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,411.45
male,no,yes,yes,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer,57.55,3046.4
male,no,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856.0
male,yes,yes,yes,66,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,credit card,99.5,6822.15
female,no,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,69.9,497.3
female,no,yes,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,220.8
male,no,no,no,1,no,no phone service,dsl,no,no,no,yes,no,no,monthly,no,mailed check,29.15,29.15
male,no,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,19.35,1153.25
male,no,yes,no,45,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,bank transfer,107.75,4882.8
female,no,yes,no,10,yes,no,dsl,no,no,yes,no,yes,yes,monthly,yes,credit card,67.8,653.15
female,no,yes,no,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,116.0,8182.85
female,yes,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,85.05,85.05
female,no,no,no,33,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,25.7,826.1
female,no,no,no,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,81.65,3618.7
female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,mailed check,44.75,44.75
male,no,no,no,31,yes,yes,dsl,no,yes,no,yes,yes,no,monthly,yes,electronic check,71.05,2168.15
male,no,yes,yes,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.35,938.95
female,no,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,monthly,yes,bank transfer,87.55,4884.85
male,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,74.25,74.25
female,no,no,no,2,yes,no,fiber optic,no,no,yes,no,no,no,monthly,yes,electronic check,75.8,160.75
male,no,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,bank transfer,105.35,323.25
male,yes,yes,no,67,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,credit card,94.65,6079.0
female,yes,no,no,42,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,bank transfer,104.75,4323.45
female,no,yes,no,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,26.0,2006.95
male,no,yes,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.85,1539.75
male,no,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.85,724.65
male,no,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card,45.25,3139.8
male,no,yes,yes,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.25,5576.3
female,yes,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,monthly,yes,mailed check,105.0,2007.25
female,no,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,no,electronic check,94.4,857.25
male,no,yes,yes,72,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer,105.5,7611.55
male,no,yes,yes,20,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,yes,credit card,39.4,825.4
female,no,yes,yes,43,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,817.95
female,no,no,no,50,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,mailed check,79.6,4024.2
female,no,yes,no,55,yes,yes,fiber optic,yes,no,no,no,yes,no,monthly,yes,bank transfer,89.8,4959.6
male,no,yes,no,2,yes,no,fiber optic,no,no,no,yes,yes,yes,monthly,yes,electronic check,94.2,167.5
female,no,yes,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,191.1
male,no,no,no,10,no,no phone service,dsl,no,no,no,no,no,yes,monthly,yes,mailed check,33.9,298.45
female,no,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card,77.35,5550.1
female,no,yes,no,32,yes,no,fiber optic,no,yes,no,no,no,yes,monthly,no,bank transfer,84.15,2585.95
male,yes,yes,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,electronic check,105.9,334.65
male,yes,yes,no,16,yes,no,fiber optic,no,yes,no,no,no,no,monthly,yes,credit card,74.3,1178.25
male,no,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,monthly,no,electronic check,69.75,1729.35
male,no,no,no,38,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer,70.45,2597.6
female,no,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,804.85
female,no,yes,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.2,1445.2
female,no,yes,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,520.1
female,no,no,yes,48,yes,no,fiber optic,no,yes,yes,yes,yes,no,two year,yes,mailed check,95.5,4627.85
female,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,bank transfer,69.55,222.3
female,no,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,monthly,no,credit card,108.25,6780.1
female,yes,no,no,37,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,76.25,2841.55
male,no,no,no,1,yes,no,dsl,yes,no,no,no,no,no,monthly,yes,credit card,49.8,49.8
male,no,yes,yes,17,yes,no,fiber optic,no,no,no,no,yes,no,monthly,no,electronic check,80.85,1400.85
male,no,no,no,3,yes,no,dsl,no,no,no,yes,yes,yes,monthly,yes,electronic check,69.35,191.35
female,no,yes,no,21,yes,no,fiber optic,no,no,no,yes,yes,no,monthly,yes,electronic check,86.05,1818.9
female,no,yes,yes,67,no,no phone service,dsl,yes,yes,no,no,no,no,two year,no,bank transfer,36.15,2434.45
female,no,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,20.1,682.1
male,no,no,no,18,yes,yes,fiber optic,no,no,yes,no,no,yes,monthly,yes,credit card,90.7,1597.25
male,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,88.7,6501.35
male,no,yes,yes,18,yes,no,fiber optic,no,no,yes,no,yes,yes,monthly,no,mailed check,95.15,1779.95
male,no,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,monthly,no,mailed check,75.0,209.1
female,no,no,no,1,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,bank transfer,49.95,49.95
male,no,no,no,10,yes,yes,dsl,no,no,no,no,yes,yes,monthly,yes,credit card,72.15,794.25
female,no,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,20.9,247.0
female,no,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.0,540.05
female,yes,yes,no,34,yes,yes,fiber optic,no,yes,yes,no,no,yes,monthly,yes,electronic check,94.25,3217.55
male,yes,yes,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,electronic check,101.95,700.85
male,no,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,86.9,6194.1
female,no,no,no,36,yes,yes,dsl,yes,no,no,no,no,no,one year,no,mailed check,54.45,1893.5
male,no,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer,85.95,6151.9
female,no,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.65,958.1
male,no,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99.0,4298.45
male,no,no,no,67,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,electronic check,43.9,3097.2
female,yes,no,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,bank transfer,95.4,2025.1
female,no,no,no,23,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,93.5,2341.55
female,no,no,no,15,yes,no,fiber optic,yes,no,no,no,yes,no,monthly,no,electronic check,86.2,1270.2
female,yes,yes,no,34,yes,no,dsl,no,no,yes,yes,yes,no,one year,no,bank transfer,64.2,2106.3
male,yes,yes,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,electronic check,99.25,665.45
male,no,no,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.4,184.1
female,no,yes,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,24.7,780.2
male,no,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,monthly,yes,electronic check,35.55,35.55
female,no,no,no,25,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,108.9,2809.05
